Row ID;Ship Date;City;Sales
1943;1/9/2018;Quincy;27.44
1944;1/9/2018;Quincy;3.24
1945;26/6/2017;Carrollton;95.968
1946;26/6/2017;Carrollton;10.368
1947;6/9/2018;New York City;23.1
1948;6/9/2018;New York City;11.54
1949;6/9/2018;New York City;254.526
1950;6/9/2018;New York City;12.98
1951;6/9/2018;New York City;26.432
1952;6/9/2018;New York City;197.97
1953;6/9/2018;New York City;18.9
1954;6/9/2018;New York City;1282.41
1955;6/9/2018;New York City;4.92
1956;6/9/2018;New York City;238
1957;6/9/2018;New York City;167.97
1958;6/9/2018;New York City;17.12
1959;15/9/2018;Springfield;16.2
1960;15/9/2018;Springfield;33.99
1961;15/9/2018;Springfield;296.85
1962;15/9/2018;Springfield;112.8
1963;15/9/2018;Springfield;13.71
1964;15/9/2018;Springfield;24.9
1965;15/9/2018;Springfield;286.29
1966;15/9/2018;Springfield;24.18
1967;28/12/2018;Paterson;281.97
1968;28/12/2018;Paterson;69.5
1969;28/12/2018;Paterson;166.44
1970;29/9/2018;Tulsa;291.96
1971;11/5/2018;Chicago;6.408
1972;11/5/2018;Chicago;408.744
1973;19/12/2015;Chicago;5.104
1974;19/12/2015;Chicago;2.896
1975;19/12/2015;Chicago;35.016
1976;20/10/2015;Montgomery;275.97
1977;20/10/2015;Montgomery;1394.95
1978;20/10/2015;Montgomery;545.88
1979;12/5/2016;Salem;5.248
1980;14/4/2017;Glendale;933.536
1981;14/4/2017;Glendale;42.976
1982;16/12/2016;Columbus;3.76
1983;9/12/2015;Oklahoma City;479.96
1984;27/11/2015;Brentwood;320.88
1985;27/11/2015;Brentwood;23.88
1986;27/11/2015;Brentwood;26.76
1987;27/7/2017;Columbus;1439.976
1988;13/11/2016;Springfield;17.22
1989;13/11/2016;Springfield;1024.38
1990;13/11/2016;Springfield;26.22
1991;13/11/2016;Springfield;17.34
1992;28/2/2018;Philadelphia;4.956
1993;2/7/2018;Springfield;71.04
1994;2/7/2018;Springfield;5.344
1995;2/7/2018;Springfield;11.304
1996;4/12/2018;Houston;294.62
1997;4/12/2018;Houston;8.752
1998;9/2/2015;Chesapeake;15
1999;9/2/2015;Chesapeake;161.61
2000;9/2/2015;Chesapeake;144.95
2001;18/4/2018;Pasadena;199.95
2002;18/4/2018;Pasadena;41.86
2003;28/12/2018;Louisville;95.94
2004;28/12/2018;Louisville;304.45
2005;18/4/2018;Lubbock;11.364
2006;4/1/2016;Columbia;29.68
2007;4/1/2016;Columbia;47.53
2008;4/8/2018;Chicago;183.372
2009;21/11/2015;Johnson City;4.224
2010;21/11/2015;Johnson City;333.056
2011;21/11/2015;Johnson City;24.896
2012;11/12/2016;Houston;159.984
2013;11/12/2016;Houston;46.344
2014;23/9/2017;Auburn;350.98
2015;23/9/2017;Auburn;13.08
2016;23/9/2017;Auburn;900.08
2017;23/3/2016;San Bernardino;17.568
2018;23/3/2016;San Bernardino;14.62
2019;23/3/2016;San Bernardino;33.36
2020;23/3/2016;San Bernardino;40.14
2021;21/9/2017;Providence;1606.23
2022;21/9/2017;Providence;17.04
2023;21/9/2017;Providence;49.53
2024;21/9/2017;Providence;872.32
2025;22/8/2018;Fresno;239.12
2026;15/3/2016;Seattle;141.96
2027;10/9/2017;Lancaster;33.024
2028;10/9/2017;Lancaster;67.136
2029;30/11/2016;Leominster;14.73
2030;30/11/2016;Leominster;104.9
2031;30/11/2016;Leominster;61.04
2032;30/11/2016;Leominster;10.95
2033;13/12/2017;Fort Worth;9.392
2034;13/12/2017;Fort Worth;9.328
2035;29/9/2018;Rochester;8.26
2036;29/9/2018;Rochester;269.97
2037;27/1/2016;Bozeman;29.04
2038;27/1/2016;Bozeman;14.62
2039;23/6/2016;Peoria;11.952
2040;23/6/2016;Peoria;4.536
2041;23/6/2016;Peoria;9.156
2042;23/6/2016;Peoria;75.36
2043;8/10/2016;San Diego;57.504
2044;23/11/2018;Lakewood;38.864
2045;23/8/2015;Houston;15.552
2046;21/7/2017;Perth Amboy;162.64
2047;21/7/2017;Perth Amboy;597
2048;21/7/2017;Perth Amboy;55.48
2049;13/7/2016;Philadelphia;289.8
2050;13/7/2016;Philadelphia;2.502
2051;13/7/2016;Philadelphia;6.48
2052;13/7/2016;Philadelphia;341.488
2053;13/7/2016;Philadelphia;11.12
2054;13/7/2016;Philadelphia;25.344
2055;7/12/2017;Richmond;17.31
2056;25/12/2018;Detroit;199.95
2057;25/12/2018;Detroit;1586.69
2058;25/12/2018;Detroit;84.99
2059;25/12/2018;Detroit;411.8
2060;4/11/2015;Los Angeles;11.34
2061;4/11/2015;Los Angeles;80.3
2062;4/11/2015;Los Angeles;15.968
2063;4/11/2015;Los Angeles;64.74
2064;4/11/2015;Los Angeles;19.296
2065;4/11/2015;Los Angeles;405.64
2066;4/11/2015;Los Angeles;146.352
2067;4/11/2015;Los Angeles;251.91
2068;4/11/2015;Los Angeles;12.39
2069;19/4/2016;Pomona;199.96
2070;19/4/2016;Pomona;710.832
2071;23/7/2017;Philadelphia;1.941
2072;25/11/2018;Ontario;283.92
2073;2/12/2017;Seattle;7.312
2074;12/11/2018;Brentwood;59.97
2075;12/11/2018;Brentwood;761.544
2076;5/12/2015;San Francisco;58.2
2077;15/9/2018;Baltimore;39.9
2078;15/9/2018;Baltimore;90.86
2079;15/9/2018;Baltimore;94.85
2080;29/12/2016;Phoenix;106.232
2081;29/12/2016;Phoenix;111.984
2082;29/12/2016;Phoenix;7.712
2083;1/3/2018;Los Angeles;37.44
2084;29/11/2015;Houston;23.68
2085;28/6/2017;New York City;122.12
2086;28/6/2017;New York City;18.45
2087;28/6/2017;New York City;324.9
2088;28/6/2017;New York City;146.73
2089;28/6/2017;New York City;3.96
2090;30/10/2016;Rancho Cucamonga;5.76
2091;19/7/2018;Wilmington;26.55
2092;19/7/2018;Wilmington;310.443
2093;21/11/2015;Moorhead;479.9
2094;15/4/2016;Farmington;12.88
2095;29/11/2016;Wilmington;13.12
2096;20/5/2017;Jackson;511.84
2097;20/5/2017;Jackson;91.96
2098;20/5/2017;Jackson;8.34
2099;12/9/2018;Portland;37.68
2100;12/9/2018;Portland;279.944
2101;17/3/2015;Denver;636.408
2102;17/3/2015;Denver;83.168
2103;18/7/2015;Tucson;259.136
2104;28/3/2018;New York City;221.92
2105;28/3/2018;New York City;26
2106;5/10/2015;Boynton Beach;15.552
2107;26/9/2015;Mesquite;0.876
2108;31/10/2016;Redlands;19.98
2109;31/10/2016;Redlands;398.352
2110;31/10/2016;Redlands;5.04
2111;31/10/2016;Redlands;17.45
2112;31/10/2016;Redlands;323.136
2113;31/10/2016;Redlands;29.7
2114;31/10/2016;Redlands;1295.84
2115;31/10/2016;Redlands;46.84
2116;31/10/2016;Redlands;425.833
2117;17/10/2016;Rochester;209.67
2118;23/9/2017;Stockton;159.88
2119;15/4/2018;Seattle;5.28
2120;15/4/2018;Seattle;895.92
2121;13/1/2018;Ormond Beach;2.808
2122;11/11/2018;Sunnyvale;215.976
2123;24/9/2018;Lansing;241.96
2124;24/9/2018;Lansing;27.72
2125;5/12/2018;Philadelphia;104.68
2126;5/12/2018;Philadelphia;62.958
2127;28/6/2015;Philadelphia;86.376
2128;9/10/2016;Philadelphia;64.944
2129;9/10/2016;Philadelphia;20.736
2130;22/5/2015;Dover;33.28
2131;22/5/2015;Dover;38.52
2132;22/5/2015;Dover;139.86
2133;26/11/2016;New York City;19.65
2134;4/12/2016;Philadelphia;152.991
2135;4/12/2016;Philadelphia;10.584
2136;4/12/2016;Philadelphia;94.92
2137;5/1/2017;Grand Prairie;14.76
2138;5/1/2017;Grand Prairie;3.656
2139;16/11/2018;New York City;146.82
2140;11/6/2015;Long Beach;149.544
2141;11/6/2015;Long Beach;17.14
2142;11/6/2015;Long Beach;991.764
2143;5/9/2017;Philadelphia;30.48
2144;5/9/2017;Philadelphia;23.988
2145;5/9/2017;Philadelphia;16.688
2146;29/6/2017;York;422.058
2147;29/6/2017;York;38.088
2148;29/6/2017;York;254.352
2149;17/12/2015;Concord;43.31
2150;5/4/2018;New York City;84.95
2151;26/11/2018;College Station;233.058
2152;29/11/2015;Saint Louis;111.79
2153;26/11/2016;Quincy;14.94
2154;18/7/2017;New York City;14.16
2155;5/5/2017;Dallas;22.608
2156;27/7/2017;Los Angeles;21.48
2157;24/6/2015;Minneapolis;501.81
2158;24/6/2015;Minneapolis;161.94
2159;26/10/2018;Deltona;17.856
2160;9/9/2017;Chicago;8.808
2161;14/5/2017;Cincinnati;79.384
2162;12/1/2017;Oakland;34.58
2163;19/3/2018;Manteca;314.55
2164;19/10/2017;Laredo;191.976
2165;19/10/2017;Laredo;8.288
2166;19/10/2017;Laredo;139.92
2167;19/10/2017;Laredo;15.872
2168;19/10/2017;Laredo;6.286
2169;30/1/2018;Kent;14.016
2170;30/1/2018;Kent;71.976
2171;30/1/2018;Kent;107.982
2172;25/11/2018;San Angelo;305.312
2173;3/8/2015;San Francisco;19.752
2174;4/8/2017;Houston;9.264
2175;3/8/2016;Houston;61.792
2176;21/10/2017;Salt Lake City;45.68
2177;21/10/2017;Salt Lake City;60.12
2178;21/10/2017;Salt Lake City;41.72
2179;21/10/2017;Salt Lake City;71.6
2180;11/5/2017;New York City;85.232
2181;11/5/2017;New York City;44.4
2182;11/5/2017;New York City;442.764
2183;11/5/2017;New York City;3999.95
2184;11/5/2017;New York City;199.95
2185;11/5/2017;New York City;63.68
2186;4/8/2018;Salinas;54.896
2187;14/7/2017;Huntsville;29
2188;15/8/2018;Columbus;70.08
2189;15/8/2018;Columbus;121.3
2190;15/8/2018;Columbus;1454.49
2191;29/6/2017;Los Angeles;60.81
2192;17/12/2017;Seattle;153.552
2193;17/12/2017;Seattle;65.34
2194;17/12/2017;Seattle;123.92
2195;17/12/2017;Seattle;35.1
2196;17/12/2017;Seattle;44.75
2197;6/12/2017;Knoxville;4.704
2198;4/12/2015;Montgomery;14.67
2199;2/4/2016;Philadelphia;15.552
2200;2/4/2016;Philadelphia;5.232
2201;6/6/2015;Little Rock;22.2
2202;6/6/2015;Little Rock;881.93
2203;12/9/2016;Seattle;6.096
2204;12/9/2016;Seattle;191.82
2205;5/7/2016;Lancaster;20.104
2206;12/9/2017;Bristol;67.56
2207;20/7/2015;Aurora;29.932
2208;20/7/2015;Aurora;38.272
2209;26/8/2016;New York City;16.52
2210;16/11/2015;Fairfield;832.93
2211;16/11/2015;Fairfield;43.8
2212;30/11/2017;Lincoln Park;167.292
2213;25/11/2018;New York City;27.42
2214;2/10/2018;San Jose;1.44
2215;2/10/2018;San Jose;61.776
2216;2/10/2018;San Jose;241.96
2217;2/10/2018;San Jose;108.608
2218;25/9/2015;Jacksonville;2.816
2219;1/8/2018;San Francisco;9.984
2220;1/8/2018;San Francisco;14.98
2221;1/8/2018;San Francisco;1145.6
2222;6/12/2016;Marion;485.94
2223;6/12/2016;Marion;37.376
2224;6/12/2016;Marion;70.686
2225;5/8/2018;Philadelphia;54.816
2226;21/3/2017;Littleton;72.294
2227;3/8/2018;Austin;2.896
2228;3/8/2018;Austin;124.792
2229;5/10/2017;New York City;330.588
2230;5/4/2015;San Francisco;673.568
2231;5/4/2015;San Francisco;52.98
2232;1/7/2018;La Porte;526.45
2233;14/7/2018;Chicago;228.92
2234;16/12/2016;Portland;319.968
2235;10/12/2018;Burlington;205.03
2236;17/9/2016;Indianapolis;190.86
2237;17/9/2016;Indianapolis;24.32
2238;21/7/2017;Provo;44.4
2239;26/4/2018;Chicago;44.4
2240;17/11/2017;Los Angeles;1016.792
2241;17/11/2017;Los Angeles;38.136
2242;1/12/2017;Philadelphia;494.982
2243;25/11/2018;Pasadena;56.56
2244;25/11/2018;Pasadena;5.56
2245;25/11/2018;Pasadena;9.02
2246;25/11/2018;Pasadena;8.62
2247;25/11/2018;Pasadena;659.976
2248;18/2/2016;Los Angeles;13.36
2249;18/2/2016;Los Angeles;41.72
2250;18/2/2016;Los Angeles;11.52
2251;18/2/2016;Los Angeles;541.44
2252;18/2/2016;Los Angeles;19.44
2253;17/4/2017;San Diego;143.7
2254;1/10/2016;San Francisco;43.26
2255;1/10/2016;San Francisco;43.56
2256;22/9/2017;Bangor;437.85
2257;22/9/2017;Bangor;109.48
2258;19/6/2018;San Francisco;1212.96
2259;19/6/2018;San Francisco;18.54
2260;10/11/2016;San Diego;5
2261;10/11/2016;San Diego;371.97
2262;18/12/2016;New York City;166.24
2263;9/2/2018;Arlington;359.97
2264;16/11/2017;Atlanta;499.98
2265;16/11/2017;Atlanta;5.28
2266;16/11/2017;Atlanta;8.26
2267;12/10/2018;Monroe;7.968
2268;17/9/2018;Seattle;12.96
2269;26/12/2018;Rochester;6.48
2270;26/12/2018;Rochester;6.984
2271;7/12/2018;Miami;47.96
2272;27/9/2016;Seattle;199.74
2273;11/3/2016;San Francisco;435.26
2274;11/3/2016;San Francisco;1119.984
2275;8/10/2015;Los Angeles;143.432
2276;8/10/2015;Los Angeles;122.352
2277;1/7/2015;Southaven;306.2
2278;1/7/2015;Southaven;85.98
2279;1/7/2015;Southaven;223.96
2280;2/11/2018;Seattle;97.568
2281;2/11/2018;Seattle;614.272
2282;2/11/2018;Seattle;199.98
2283;5/9/2017;Middletown;48.16
2284;9/3/2016;New Castle;23.92
2285;9/3/2016;New Castle;60.69
2286;8/5/2017;Murfreesboro;14.352
2287;23/11/2018;Salem;35.04
2288;5/6/2018;Toledo;17.48
2289;13/6/2018;Los Angeles;16.4
2290;11/1/2018;Seattle;892.98
2291;25/4/2016;Columbus;287.97
2292;25/4/2016;Columbus;595.38
2293;25/4/2016;Columbus;12.96
2294;6/11/2016;New York City;4.95
2295;27/12/2018;Middletown;181.95
2296;5/11/2016;New York City;13.52
2297;5/11/2016;New York City;259.7
2298;5/11/2016;New York City;42.95
2299;5/11/2016;New York City;1399.93
2300;5/11/2016;New York City;503.96
2301;18/11/2015;Midland;12.72
2302;18/11/2015;Midland;11.52
2303;21/1/2017;Columbus;316
2304;22/9/2018;Roswell;723.92
2305;22/9/2018;Roswell;106.32
2306;24/12/2017;Chicago;141.372
2307;8/8/2016;Houston;27.216
2308;9/11/2018;New York City;390.75
2309;12/6/2018;Peoria;280.792
2310;12/6/2018;Peoria;68.448
2311;12/6/2018;Peoria;88.04
2312;12/6/2018;Peoria;15.872
2313;12/6/2018;Peoria;215.592
2314;25/7/2018;Sioux Falls;14.62
2315;25/7/2018;Sioux Falls;416.32
2316;25/7/2018;Sioux Falls;43
2317;25/7/2018;Sioux Falls;182.94
2318;25/7/2018;Sioux Falls;60.83
2319;25/7/2018;Sioux Falls;389.97
2320;26/12/2016;Richmond;194.32
2321;24/3/2018;Seattle;265.93
2322;3/1/2017;Henderson;94.74
2323;3/1/2017;Henderson;60.64
2324;3/1/2017;Henderson;76.3
2325;3/1/2017;Henderson;364.8
2326;19/9/2016;New York City;79.872
2327;19/9/2016;New York City;46.384
2328;19/9/2016;New York City;12.96
2329;26/9/2018;Fort Collins;14.352
2330;29/12/2016;Philadelphia;547.136
2331;26/9/2017;Los Angeles;41.96
2332;26/9/2017;Los Angeles;41.7
2333;25/3/2018;Lafayette;277.4
2334;25/3/2018;Lafayette;5.78
2335;4/10/2015;Clarksville;69.216
2336;10/12/2018;Fairfield;10.86
2337;10/12/2018;Fairfield;426.79
2338;23/8/2015;New York City;25.92
2339;23/8/2015;New York City;45.92
2340;24/8/2015;Columbus;10.72
2341;15/11/2017;Warner Robins;41.86
2342;3/1/2016;Franklin;63.2
2343;3/1/2016;Franklin;113.97
2344;30/7/2015;Chicago;123.552
2345;28/2/2017;Milwaukee;490.32
2346;18/3/2017;San Antonio;70.08
2347;18/3/2017;San Antonio;1.272
2348;18/3/2017;San Antonio;557.585
2349;3/12/2018;Los Angeles;9.024
2350;3/12/2018;Los Angeles;69.456
2351;3/12/2018;Los Angeles;10.86
2352;3/12/2018;Los Angeles;79.47
2353;3/12/2018;Los Angeles;10.08
2354;2/9/2016;San Francisco;1552.831
2355;2/9/2016;San Francisco;137.24
2356;2/9/2016;San Francisco;36.51
2357;2/9/2016;San Francisco;239.976
2358;21/3/2015;New York City;1579.746
2359;21/3/2015;New York City;1071.576
2360;21/3/2015;New York City;613.908
2361;21/3/2015;New York City;34.86
2362;21/3/2015;New York City;155.04
2363;20/4/2018;Columbus;13.71
2364;18/3/2017;Waynesboro;127.88
2365;18/3/2017;Waynesboro;160.32
2366;18/3/2017;Waynesboro;46
2367;26/11/2015;Sacramento;120.712
2368;13/2/2018;Clinton;23.12
2369;27/9/2017;Fairfield;532.704
2370;27/9/2017;Fairfield;4.912
2371;9/7/2018;Warwick;252
2372;11/7/2017;Aurora;60.288
2373;11/7/2017;Aurora;2.632
2374;11/7/2017;Aurora;23.688
2375;11/7/2017;Aurora;253.372
2376;30/1/2018;Smyrna;5.67
2377;21/8/2015;Columbus;76.776
2378;21/8/2015;Columbus;9.184
2379;11/12/2016;Thousand Oaks;32.75
2380;10/5/2017;Lorain;7.216
2381;10/5/2017;Lorain;49.568
2382;10/5/2017;Lorain;54.712
2383;26/3/2018;Fresno;176.04
2384;26/3/2018;Fresno;16.02
2385;26/3/2018;Fresno;185.92
2386;26/3/2018;Fresno;211.168
2387;26/3/2018;Fresno;479.984
2388;15/12/2016;San Diego;7.86
2389;15/12/2016;San Diego;24.448
2390;10/12/2016;New York City;6.48
2391;10/12/2016;New York City;41.86
2392;10/12/2016;New York City;1619.91
2393;10/12/2016;New York City;113.92
2394;23/3/2017;Malden;39.68
2395;19/11/2016;New York City;37.6
2396;19/11/2016;New York City;59.9
2397;19/11/2016;New York City;37
2398;16/8/2018;San Francisco;5.76
2399;16/8/2018;San Francisco;16.68
2400;15/9/2018;Florence;628.81
2401;15/9/2018;Florence;56.45
2402;4/4/2018;Springfield;94.2
2403;4/4/2018;Springfield;28.4
2404;3/10/2017;Huntsville;956.6648
2405;11/10/2018;Los Angeles;1115.91
2406;11/10/2018;Los Angeles;128.744
2407;11/10/2018;Los Angeles;79.92
2408;25/1/2018;San Francisco;24.2
2409;25/1/2018;San Francisco;359.976
2410;25/3/2018;San Francisco;211.84
2411;6/8/2015;Philadelphia;5.68
2412;9/6/2016;Los Angeles;7.52
2413;16/11/2015;Los Angeles;11.96
2414;16/11/2015;Los Angeles;629.064
2415;2/1/2018;Milwaukee;754.45
2416;11/7/2016;Holyoke;301.96
2417;18/10/2018;Albuquerque;595
2418;18/10/2018;Albuquerque;79.872
2419;28/5/2017;Sparks;2396.4
2420;14/11/2018;Coachella;63.56
2421;14/11/2018;Coachella;99.99
2422;23/4/2017;Elmhurst;230.376
2423;23/4/2017;Elmhurst;9.664
2424;30/12/2018;Fairfield;158.928
2425;30/12/2018;Fairfield;13.023
2426;30/12/2018;Fairfield;273.06
2427;30/12/2018;Fairfield;39.312
2428;17/6/2017;Arlington;1.344
2429;17/6/2017;Arlington;8.272
2430;17/6/2017;Arlington;12.544
2431;20/5/2018;San Francisco;58.48
2432;2/1/2019;Seattle;7.4
2433;1/4/2015;New York City;366.786
2434;1/6/2018;Houston;54.368
2435;17/11/2016;Springfield;33.96
2436;17/11/2016;Springfield;826.11
2437;10/7/2018;Farmington;545.85
2438;20/11/2015;Louisville;145.98
2439;20/11/2015;Louisville;35.808
2440;22/7/2018;Tampa;7.904
2441;27/5/2017;Passaic;345
2442;27/5/2017;Passaic;174.286
2443;27/5/2017;Passaic;662.84
2444;27/5/2017;Passaic;95.1
2445;27/5/2017;Passaic;26.88
2446;27/5/2017;Passaic;257.98
2447;1/10/2016;Los Angeles;17.48
2448;6/11/2017;Philadelphia;492.835
2449;17/9/2016;North Charleston;269.49
2450;10/11/2017;San Jose;29.12
2451;22/3/2018;New York City;18.75
2452;22/3/2018;New York City;119.7
2453;22/3/2018;New York City;9.144
2454;22/3/2018;New York City;57.06
2455;22/3/2018;New York City;71.6
2456;22/3/2018;New York City;107.44
2457;22/3/2018;New York City;7.31
2458;22/3/2018;New York City;59.1
2459;22/3/2018;New York City;46.53
2460;21/8/2018;Plainfield;97.84
2461;13/7/2016;Seattle;29.97
2462;13/7/2016;Seattle;98.352
2463;9/12/2018;New York City;83.92
2464;9/12/2018;New York City;14.624
2465;9/12/2018;New York City;136.99
2466;9/12/2018;New York City;3.15
2467;8/5/2018;Newport News;9.11
2468;8/5/2018;Newport News;571.44
2469;8/5/2018;Newport News;32.4
2470;8/5/2018;Newport News;16.91
2471;28/1/2017;Fayetteville;14.272
2472;28/1/2017;Fayetteville;451.136
2473;28/1/2017;Fayetteville;64.864
2474;6/11/2017;Los Angeles;217.584
2475;6/11/2017;Los Angeles;82.95
2476;6/11/2017;Los Angeles;87.71
2477;6/11/2017;Los Angeles;1101.48
2478;8/9/2018;Los Angeles;1322.352
2479;19/9/2015;New York City;5.46
2480;25/6/2018;Dallas;11.184
2481;25/6/2018;Dallas;153.584
2482;31/12/2018;Seattle;1003.62
2483;3/9/2018;Seattle;35.168
2484;3/9/2018;Seattle;1137.75
2485;3/9/2018;Seattle;99.68
2486;3/9/2018;Seattle;5.56
2487;4/1/2016;Newark;85.52
2488;4/1/2016;Newark;9.84
2489;4/1/2016;Newark;20.04
2490;13/10/2016;New York City;631.96
2491;13/10/2016;New York City;23.92
2492;15/12/2015;Los Angeles;90.24
2493;23/11/2015;Jamestown;4548.81
2494;14/9/2017;Houston;300.93
2495;14/9/2017;Houston;719.96
2496;22/6/2015;Mishawaka;647.84
2497;1/10/2016;San Diego;64.17
2498;1/10/2016;San Diego;124.46
2499;24/5/2017;San Francisco;9.584
2500;23/6/2018;Miami;37.608
2501;20/6/2018;Skokie;12.224
2502;20/6/2018;Skokie;2.304
2503;20/6/2018;Skokie;9.36
2504;19/11/2017;San Francisco;7.38
2505;27/7/2015;San Francisco;53.72
2506;27/7/2015;San Francisco;8187.65
2507;27/7/2015;San Francisco;77.92
2508;2/7/2016;Houston;32.784
2509;8/3/2018;Los Angeles;196.776
2510;8/3/2018;Los Angeles;479.94
2511;23/11/2017;Oklahoma City;1117.92
2512;19/4/2016;Monroe;106.5
2513;6/12/2018;Tampa;45.66
2514;17/11/2017;Chicago;95.968
2515;17/11/2017;Chicago;47.992
2516;10/9/2015;Bowling Green;264.32
2517;22/11/2015;Houston;604.656
2518;7/5/2018;Westfield;129.93
2519;21/10/2017;Oklahoma City;20.16
2520;21/10/2017;Oklahoma City;29.46
2521;21/10/2017;Oklahoma City;868.59
2522;21/10/2017;Oklahoma City;12.96
2523;21/10/2017;Oklahoma City;5.5
2524;21/10/2017;Oklahoma City;121.6
2525;10/4/2016;Houston;42.048
2526;10/4/2016;Houston;25.488
2527;10/4/2016;Houston;6.9
2528;10/4/2016;Houston;9.648
2529;10/4/2016;Houston;7.968
2530;29/10/2015;Fort Lauderdale;10.368
2531;21/8/2015;Little Rock;114.2
2532;21/8/2015;Little Rock;17.96
2533;21/8/2015;Little Rock;12.67
2534;21/8/2015;Little Rock;339.96
2535;18/8/2018;Philadelphia;1801.632
2536;8/9/2016;La Quinta;46.32
2537;29/1/2016;Cleveland;181.986
2538;29/1/2016;Cleveland;431.976
2539;29/1/2016;Cleveland;155.37
2540;16/7/2016;San Francisco;1348.704
2541;16/7/2016;San Francisco;700.152
2542;4/5/2017;Scottsdale;111.888
2543;1/10/2015;Philadelphia;143.952
2544;14/9/2017;Malden;173.94
2545;14/9/2017;Malden;14.76
2546;20/4/2018;San Jose;205.92
2547;20/4/2018;San Jose;102.833
2548;22/8/2016;Phoenix;2.304
2549;22/8/2016;Phoenix;1879.96
2550;22/8/2016;Phoenix;313.024
2551;22/8/2016;Phoenix;5.04
2552;23/11/2018;Henderson;821.88
2553;23/11/2018;Henderson;21.96
2554;18/9/2017;Columbia;25.92
2555;20/8/2017;Tallahassee;705.544
2556;30/9/2016;New York City;50
2557;14/10/2017;Houston;51.712
2558;30/3/2016;Coral Springs;6.992
2559;4/6/2016;Orem;1406.86
2560;4/6/2016;Orem;15.75
2561;4/6/2016;Orem;323.1
2562;31/12/2016;Nashville;9.216
2563;31/12/2016;Nashville;10.368
2564;22/3/2016;New York City;15.02
2565;22/3/2016;New York City;33.82
2566;24/12/2018;Bowling Green;71
2567;3/11/2018;Bellingham;25.12
2568;3/11/2018;Bellingham;2665.62
2569;11/9/2018;New York City;478.08
2570;27/12/2018;Newark;164.388
2571;27/12/2018;Newark;13.248
2572;21/7/2018;Woodstock;2.912
2573;15/8/2017;Carrollton;1399.944
2574;14/7/2018;Lafayette;526.45
2575;27/11/2015;Columbus;16.23
2576;27/11/2015;Columbus;319.9
2577;27/11/2015;Columbus;11.36
2578;27/11/2015;Columbus;675.12
2579;31/1/2015;Alexandria;62.82
2580;31/1/2015;Alexandria;489.92
2581;31/1/2015;Alexandria;19.44
2582;31/1/2015;Alexandria;16.68
2583;31/1/2015;Alexandria;155.35
2584;31/1/2015;Alexandria;12.42
2585;31/1/2015;Alexandria;187.98
2586;10/11/2016;Haltom City;6.608
2587;6/7/2018;New York City;248.57
2588;6/7/2018;New York City;22.23
2589;9/5/2017;Los Angeles;5.98
2590;9/5/2017;Los Angeles;246.168
2591;14/9/2017;Wheeling;14.136
2592;14/9/2017;Wheeling;601.47
2593;26/11/2018;Summerville;79.1
2594;26/11/2018;Summerville;327.84
2595;17/5/2018;Columbus;180.96
2596;17/5/2018;Columbus;914.97
2597;17/5/2018;Columbus;587.97
2598;17/5/2018;Columbus;530.34
2599;17/5/2018;Columbus;14.94
2600;29/4/2018;New York City;121.94
2601;29/4/2018;New York City;122.71
2602;4/6/2017;New York City;14.94
2603;4/6/2017;New York City;1349.85
2604;4/6/2017;New York City;136.784
2605;4/6/2017;New York City;61.12
2606;21/12/2015;Jacksonville;1.167
2607;10/3/2017;San Diego;16.99
2608;30/11/2015;Arlington;24.672
2609;30/11/2015;Arlington;2.52
2610;30/11/2015;Arlington;1218.735
2611;30/11/2015;Arlington;5.904
2612;30/11/2015;Arlington;15.696
2613;30/11/2015;Arlington;6.096
2614;5/5/2017;Los Angeles;41.568
2615;3/5/2015;Los Angeles;230.28
2616;3/5/2015;Los Angeles;18.288
2617;5/4/2018;San Francisco;5.78
2618;5/4/2018;San Francisco;121.68
2619;26/12/2018;Carlsbad;4.17
2620;26/12/2018;Carlsbad;67.04
2621;26/12/2018;Carlsbad;37.32
2622;26/12/2018;Carlsbad;18.45
2623;6/12/2015;Saint Louis;25.92
2624;24/10/2018;New York City;11199.968
2625;24/10/2018;New York City;2399.6
2626;24/10/2018;New York City;63.9
2627;24/10/2018;New York City;52.99
2628;15/11/2018;Springfield;60.864
2629;15/11/2018;Springfield;652.995
2630;15/11/2018;Springfield;11.22
2631;15/9/2016;Tulsa;14.94
2632;20/5/2018;Seattle;39.96
2633;20/5/2018;Seattle;42.624
2634;20/5/2018;Seattle;220.96
2635;10/7/2016;Fayetteville;4.928
2636;10/7/2016;Fayetteville;7.23
2637;19/8/2016;Los Angeles;323.1
2638;18/6/2018;New York City;19.04
2639;18/6/2018;New York City;13.128
2640;18/6/2018;New York City;64.14
2641;18/6/2018;New York City;858.24
2642;25/2/2016;Hot Springs;29.99
2643;30/12/2017;Aurora;186.048
2644;21/4/2017;Raleigh;36.792
2645;21/4/2017;Raleigh;18.624
2646;12/9/2015;Tulsa;57.69
2647;12/9/2015;Tulsa;42.81
2648;12/9/2015;Tulsa;12.96
2649;12/9/2015;Tulsa;821.88
2650;12/9/2015;Tulsa;104.85
2651;1/10/2017;Hesperia;424.9575
2652;21/9/2018;Provo;10.776
2653;21/9/2018;Provo;11.784
2654;21/9/2018;Provo;164.88
2655;21/9/2018;Provo;1292.94
2656;21/9/2018;Provo;25.584
2657;21/9/2018;Provo;261.74
2658;21/9/2018;Provo;14.4
2659;20/8/2017;San Francisco;10.86
2660;28/12/2016;Gilbert;883.84
